개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
좌구산천문대,좌구산천문대,강당,"신정, 설날, 추석, 매주 월요일",09:00,24:00,09:00,24:00,Y,4,"5,000~15,000",1,15000,100,136,굴절망원경 등,인터넷,-,충청북도 증평군 증평읍 솟점말길 187,충청북도 증평군 증평읍 율리 산61-1,증평군청,휴양공원사업소,043-835-4571,star.jp.go.kr,36.705417,127.651175,2017-11-17,
좌구산캠핑공원,좌구산캠핑공원,캠핑장,"신정, 설날, 추석",09:00,24:00,09:00,24:00,Y,22,"30,000",,,80,18000,"오토캠핑장 11면, 화장실, 족구장, 샤워장 등",인터넷,-,,충청북도 증평군 증평읍 율리 259-1,증평군청,휴양공원사업소,043-835-4557,jwagu.jp.go.kr,36.714087,127.650199,2017-11-17,
증평국민체육센터,증평국민체육센터,체육관,"격주,공휴일",06:00,21:00,06:00,18:00,Y,,"수영(어른3,000원, 어린이2,000원/ 헬스(어른3,000원, 어린이2,000원)",-,-,200,1896,수영장 및 헬스장,방문,,충청북도 증평군 증평읍 인삼로 23-1,충청북도 증평군 증평읍 송산리 254-1,증평군청,시설관리사업소,043-838-9470,,36.787618,127.5720157,2017-11-17,
증평실내체육관,증평실내체육관,체육관,법정공휴일,09:00,20:30,09:00,22:30,N,8,무료,-,-,300,2792,체육기구,방문,,충청북도 증평군 증평읍 광장로152,충청북도 증평군 증평읍 증평리 479,증평군청,시설관리사업소,043-835-3661,,36.783380,127.587341,2017-11-17,
증평종합스포츠센터,증평종합스포츠센터,체육관,"법정공휴일, 주말",09:00,18:00,09:00,18:00,Y,8,"60,000",-,-,1350,4747,,서면신청,,충청북도 증평군 증평읍 인삼로 23,충청북도 증평군 증평읍 송산리 253,증평군청,시설관리사업소,043-835-3661,,36.7871703,127.5733167,2017-11-17,
증평문화회관,증평문화회관,강당,"법정공휴일, 주말",09:00,22:00,09:00,22:00,Y,0,"1일(09:00~22:00):120,000원,오전(09:00~13:00):40,000원,오후(13:00~18:00):50,000원,야간(18:00~22:00):60,000원",0.5,20,492,3306,,"방문, 전화",,충청북도 증평군 증평군 삼보로28,충청북도 증평군 증평읍 연탄리239,증평군청,시설관리사업소,043-835-4115,,36.785502,127.581656,2017-11-17,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오전_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,1,55000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오전_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,1.5,88000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오후_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,170000,0.5,34000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오후_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,170000,1,85000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오후_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,170000,1.5,136000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_야간_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,210000,0.5,42000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_야간_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,210000,1,105000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_야간_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,210000,1.5,168000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오전_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,190000,0.5,38000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오전_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,190000,1,95000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오전_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,190000,1.5,152000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오후_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,260000,0.5,52000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오후_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,260000,1,130000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_오후_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,260000,1.5,208000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_야간_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,290000,1,145000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_야간_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,290000,1.5,232000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오전_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,60000,0.5,12000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(행사)_야간_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,290000,0.5,58000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오전_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,60000,1,30000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오후_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,80000,0.5,16000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오후_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,80000,1,40000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오후_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,80000,1.5,64000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_야간_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,0.5,22000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_야간_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,1,55000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
중앙체육공원 농구장,중앙체육공원,농구장,연중무휴,00:00,00:00,00:00,00:00,N,,,,,,,,,,전라북도 익산시 하나로 322,,전라북도 익산시청,체육진흥과,063-859-4613,,35.9504660,126.9859120,2017-11-21,
강진문화복지종합타운,강진문화복지종합타운 소공연장_야간_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,1.5,88000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운_전시실(화랑)_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,30000,0.5,6000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운_전시실(화랑)_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,30000,1,15000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운_전시실(화랑)_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,30000,1.5,24000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운_전시실(미술관)_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,40000,0.5,8000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운_전시실(미술관)_초과60분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,40000,1,20000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
배산체육공원 축구장,배산체육공원,축구장,연중무휴,00:00,18:00,06:00,18:00,Y,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.9608940,126.9406940,2017-11-21,
강진문화복지종합타운,강진문화복지종합타운_전시실(미술관)_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,40000,1.5,32000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 소공연장_오전_초과90분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,60000,1.5,48000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
강진문화복지종합타운,강진문화복지종합타운 대공연장(공연)_오전_초과30분,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,0.5,22000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군,강진군,문화관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2017-11-30,
스포츠센터 헬스장,헬스장,체육관,매주 월요일,06:30,20:30,09:00,17:00,Y,2,2000,2,2000,50,472,,수시,,전라남도 영광군 영광읍 월현로 170,,영광군,스포츠산업과,061-350-5253,yeonggwang.go.kr,35.289121,126.494137,2017-11-30,
스포츠센터 실내수영장,수영장,체육관,매주 월요일,06:30,20:30,09:00,17:00,Y,2,3000,2,3000,600,2491,어린이독서실+매점,수시,,전라남도 영광군 영광읍 월현로 170,,영광군,스포츠산업과,061-350-5253,yeonggwang.go.kr,35.289121,126.494137,2017-11-30,
스포츠센터 테니스장,테니스장,체육관,연중무휴,06:00,22:00,06:00,22:00,Y,2,1000,1,300,200,7229,물품보관소+본부석,수시,,전라남도 영광군 영광읍 월현로 170,,영광군,스포츠산업과,061-350-5253,yeonggwang.go.kr,35.277933,126.494137,2017-11-30,
스포츠센터 종합운동장,종합운동장,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,2,300000,2,300000,15000,30472,운동시설 보관소+락카룸,수시,,전라남도 영광군 영광읍 월현로 170,,영광군,스포츠산업과,061-350-5253,yeonggwang.go.kr,35.277933,126.494137,2017-11-30,
스포츠센터 실내체육관,실내체육관,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,2,1000,1,300,2000,4126,샤워장,수시,,전라남도 영광군 영광읍 월현로 170,,영광군,스포츠산업과,061-350-5253,yeonggwang.go.kr,35.277933,126.494137,2017-11-30,
경산시 문화회관,경산시 문화회관,체육관,일요일을 제외한 법정공휴일,10:00,21:00,09:00,18:00,Y,3,54000,1,18000,500,,"샤워실, 냉난방",인터넷+방문,,경상북도 경산시 문화로 24,,경상북도 경산시청,평생학습과,053-804-7282,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시 문화회관,경산시 문화회관,체육관,일요일을 제외한 법정공휴일,10:00,21:00,09:00,18:00,Y,,20000,,,30,,없음,,,경상북도 경산시 문화로 24,,경상북도 경산시청,평생학습과,053-804-7282,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시 문화회관,경산시 문화회관,강당,일요일을 제외한 법정공휴일,10:00,21:00,09:00,18:00,Y,3,28800,1,9600,80,,냉난방,인터넷+방문,,경상북도 경산시 문화로 24,,경상북도 경산시청,평생학습과,053-804-7282,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시 문화회관,경산시 문화회관,강의실,일요일을 제외한 법정공휴일,10:00,21:00,09:00,18:00,Y,3,28800,1,9600,90,,냉난방,인터넷+방문,,경상북도 경산시 문화로 24,,경상북도 경산시청,평생학습과,053-804-7282,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시 문화회관,경산시 문화회관,기타,법정공휴일,10:00,21:00,09:00,18:00,Y,,,,,40,,없음,,,경상북도 경산시 문화로 24,,경상북도 경산시청,평생학습과,053-804-7282,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시여성회관,강의실1,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.540001,128.487101,2017-11-30,
경산시여성회관,강의실2,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.550001,128.487111,2017-11-30,
경산시여성회관,강의실3,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.560001,128.487121,2017-11-30,
경산시여성회관,강의실4,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.570001,128.487131,2017-11-30,
경산시여성회관,강의실5,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.580001,128.487141,2017-11-30,
경산시여성회관,강의실6,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.590001,128.487151,2017-11-30,
경산시여성회관,조리실1,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.600001,128.487161,2017-11-30,
경산시여성회관,조리실2,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.610001,128.487171,2017-11-30,
경산시여성회관,재봉실,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.620001,128.487181,2017-11-30,
경산시여성회관,체육실,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.630001,128.487191,2017-11-30,
경산시여성회관,보육실,기타,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7271,http://|||.gbgs.go.kr,35.640001,128.487111,2017-11-30,
경산시여성회관,강당,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-804-7269,http://|||.gbgs.go.kr,35.650001,128.487111,2017-11-30,
경산시여성회관,컴퓨터실,강의실,"토요일,일요일,국정공휴일",09:00,18:00,00:00,00:00,Y,,,,,,,,,,경상북도 경산시 서상길 77,,경상북도 경산시청,평생학습과,053-810-5174,http://|||.gbgs.go.kr,35.660001,128.487112,2017-11-30,
실내체육관,실내체육관,다목적경기장,연중무휴,06:00,23:00,06:00,23:00,Y,,,,,,,,,,경상북도 경산시 남매로 100,,경상북도 경산시청,체육진흥과,053-810-5423,http://gbgs.go.kr/special/life/index.do,35.820782,128.744799,2017-11-30,
국민체육센터,국민체육센터,체육관,매주 일요일,06:00,21:00,06:00,19:00,Y,,,,,,,,,,경상북도 경산시 진량읍 해든길 46-4,,경상북도 경산시청,체육진흥과,053-810-5434,http://gbgs.go.kr/special/05_life/index.do,35.872403,128.8145481,2017-11-30,
울진군민체육관,울진군민체육관,강당,대관신청없는 주말,09:00,22:00,09:00,18:00,Y,2,620,1,310,300,1856,족구/농구장,서면,-,경상북도 울진읍 연호로 47,,경상북도 울진군청,체육지원,054-789-5962,-,36.9582779,129.3748349,2017-11-24,
경산시립박물관 강당,경산시립박물관,강당,"매주월요일, 1월1일, 설, 추석",09:00,18:00,09:00,18:00,Y,8,90000,,,168,300,빔프로젝터+PC,인터넷+팩스+방문,,경상북도 경산시 박물관로 46,,경상북도 경산시청,삼성현문화박물관,053-804-7314,http://museum.gbgs.go.kr,35.813945,128.7631254,2017-11-30,
독도전망삭도시설,독도전망삭도시설,기타,연중무휴,06:30,20:00,05:30,20:00,Y,,"7,500",,,25,1456.2,"매점, 망원경 2대 등",전화,,경상북도 울릉군 울릉읍 약수터길 99,,울릉군,시설관리사업소,054-790-6427,http://www.ulleung.go.kr/,37.48720900,130.89904700,2017-11-28,
태하모노레일,태하모노레일,기타,연중무휴,09:00,17:00,08:00,20:00,Y,,"4,000",,,20,205.81,"전망대, 공중화장실, 팔각정, 산책로 등",전화,,경상북도 울릉군 서면 태하길 236,,울릉군,시설관리사업소,054-790-6638,http://www.ulleung.go.kr/,37.51372800,130.79735100,2017-11-28,
섬목연도교,섬목연도교,기타,연중무휴,08:00,19:00,08:00,19:00,Y,,"4,000",,,,208.88,"주차장 3대, 공중화장실",전화,,,경상북도 울릉군 북면 천부리 산2-18,울릉군,시설관리사업소,054-791-6022,http://www.ulleung.go.kr/,37.54467300,130.91820200,2017-11-28,
봉래폭포,봉래폭포,기타,연중무휴,06:00,19:00,06:00,19:00,Y,,"2,000",,,,,,전화,,,경상북도 울릉군 울릉읍 저동리,울릉군,시설관리사업소,054-790-6422,http://www.ulleung.go.kr/,37.49979800,130.88355300,2017-11-28,
국민여가캠핑장,국민여가캠핑장,캠핑장,연중무휴,00:00,24:00,00:00,24:00,Y,,"90,000",,,,461,"캠핑데크 7개소, 주차장 2대, 급수대, 배드민턴장 등",전화,,경상북도 울릉군 서면 울릉순환로 1580,,울릉군,시설관리사업소,054-791-6781,http://www.ulleung.go.kr/,37.48216500,130.80784000,2017-11-28,
행남해안산책로,행남해안산책로,기타,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,,,전화,,,경상북도 울릉군 울릉읍 도동리,울릉군,시설관리사업소,054-790-6573,http://www.ulleung.go.kr/,37.48504400,130.91799800,2017-11-28,
천부해중전망대,천부해중전망대,기타,연중무휴,09:00,18:00,09:00,17:00,Y,,"4,000",,,,,,전화,,,경상북도 울릉군 북면 천부리 718-54,울릉군,시설관리사업소,054-791-6983,http://www.ulleung.go.kr/,37.54475300,130.87379000,2017-11-28,
실내수영장,고창군 청소년수련관,기타,"명절, 매주 월요일",06:00,20:00,06:00,18:00,Y,4,2500,,,120,740.8,"체력단련실,락카룸,샤워실",방문,없음,전라북도 고창군 고창읍 운동장길 36,,전라북도 고창군청,체육청소년사업소,063-560-8934,http://www.gochang.go.kr/sisul,35.432571,126.724601,2017-12-11,
